X,Y,standort,anzahl_ladepunkte,ladesaeule_status,adresse,koordinaten,typ,ladepunkt,stecker,status,authmethod_1,authmethod_2
9.963,53.557,"032","3",belegt,Beim Grünen Jäger 8,N53.557150 E9.963180,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
10.001,53.567,"442","2",teilweise belegt,Alte Rabenstraße 32,N53.567390 E10.000710,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.006,53.648,"001","3",frei,Krohnstieg 71,N53.648386 E10.006262,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.002,53.597,"491","2",belegt,Krochmannstraße 2,N53.597040 E10.002010,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.992,53.588,"523","2",frei,Loogeplatz 2,N53.587780 E9.992180,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.028,53.545,"536","2",frei,Süderstraße 26,N53.544520 E10.027920,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.054,53.607,"649","2",frei,Schwarzer Weg 3,N53.607054 E10.053962,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.993,53.539,"904","4",teilweise belegt,Am Strandkai 1,N53.539280 E9.992880,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.031,53.646,"289","2",frei,Lademannbogen 132,N53.646434 E10.030759,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.972,53.593,"559","2",teilweise belegt,Martinistraße 26,N53.592630 E9.971780,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.974,53.581,"431","2",teilweise belegt,Hoheluftchaussee 52,N53.580820 E9.973580,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.976,53.552,"065","3",frei,Enckeplatz 6,N53.552400 E9.976170,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.987,53.581,"237","2",frei,Jungfrauenthal 8,N53.581334 E9.986575,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.985,53.59,"224","2",teilweise belegt,Kümmellstraße 5,N53.590221 E9.985175,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.614,"669","2",frei,Sengelmannstraße 67,N53.614282 E10.018971,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.608,"324","2",frei,Alsterdorfer Straße 261,N53.607683 E10.006403,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.038,53.688,"1206","2",teilweise belegt,Mittelstraße 39,N53.687850 E10.037810,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.861,53.565,"420","2",teilweise belegt,Hemmingstedter Weg 130,N53.565030 E9.861010,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.996,53.594,"225","2",teilweise belegt,Bebelallee 1,N53.594247 E9.995713,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.904,53.591,"071","3",frei,Schnackenburgallee 153,N53.591269 E9.904259,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.914,53.546,"201","2",frei,Elbchaussee 139,N53.546009 E9.914352,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.958,53.57,"356","2",frei,Eppendorfer Weg 35,N53.570400 E9.957800,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.59,"644","2",teilweise belegt,Lichtwarkstraße 10,N53.589943 E9.994567,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.051,53.593,"550","2",frei,Tieloh 81,N53.593230 E10.051420,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.025,53.565,"361","2",teilweise belegt,Uhlandstraße 4,N53.565140 E10.025070,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.032,53.56,"350","2",frei,Angerstraße 11,N53.559970 E10.031970,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.957,53.557,"049","3",teilweise belegt,Thadenstraße 120,N53.557030 E9.956660,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.979,53.566,"307","2",teilweise belegt,Bundesstraße 35,N53.566112 E9.978813,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.027,53.626,"566","2",frei,Ratsmühlendamm 13,N53.626077 E10.027135,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.018,53.583,"579","2",frei,Gertigstraße 64,N53.582853 E10.018196,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.937,53.548,"530","2",frei,Königstraße 52,N53.547850 E9.937480,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.066,53.55,"505","2",frei,Howisch 5,N53.550340 E10.066030,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.402,53.251,"13201","4",teilweise belegt,Bastionstraße 3,N53.251100 E10.402400,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.56,"033","3",teilweise belegt,Sternstraße 68,N53.559840 E9.966910,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.929,53.629,"027","3",frei,Sellhopsweg 2,N53.629264 E9.929125,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.025,53.561,"681","2",belegt,Mühlendamm 29,N53.561396 E10.025129,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.052,53.603,"554","2",frei,Steilshooper Straße 260,N53.603280 E10.051920,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.14,53.628,"229","2",frei,Berner Heerweg 372,N53.628011 E10.140354,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.922,53.552,"378","2",frei,Holstentwiete 19,N53.552380 E9.921880,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.031,53.555,"467","2",frei,Klaus Groth Straße 42,N53.555290 E10.031040,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.939,53.562,"620","2",teilweise belegt,Eva-Rühmkorf-Straße 9,N53.561580 E9.938690,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.035,53.563,"418","2",frei,Landwehr 2,N53.563110 E10.035380,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.01,53.558,"490","2",frei,Gurlittstraße 31,N53.558070 E10.009850,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.106,53.569,"302","2",frei,Holstenhofweg 85,N53.568510 E10.106190,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.96,53.568,"305","2",teilweise belegt,Bellealliancestraße 40,N53.568036 E9.960359,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.97,53.558,"474","2",frei,Marktstr. 100,N53.558170 E9.969890,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.948,53.641,"436","2",teilweise belegt,Ernst-Mittelbach-Ring 53,N53.640760 E9.948410,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.847,53.574,"422","2",frei,Rugenbarg 9,N53.574340 E9.846620,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.031,53.555,"467","2",frei,Klaus Groth Straße 42,N53.555290 E10.031040,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.709,"1224","2",teilweise belegt,Alter Heidberg 1,N53.708660 E9.994940,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.854,53.584,"274","2",belegt,Bornheide 10,N53.584031 E9.854263,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.919,53.635,"472","2",belegt,Frohmestraße 16,N53.634620 E9.919184,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.002,53.593,"076","3",belegt,Grasweg 6,N53.592820 E10.002150,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.942,53.578,"445","2",frei,Langenfelder Damm 2,N53.578140 E9.941520,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.96,53.564,"309","2",frei,Schulterblatt 112,N53.564330 E9.959734,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.987,53.672,"1217","2",teilweise belegt,Rugenbarg 84,N53.672260 E9.986980,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.086,53.534,"508","2",frei,Liebigstraße 40,N53.534190 E10.086130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.05,53.577,"589","2",frei,Erika-Mann-Bogen 21,N53.576580 E10.049620,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.938,53.553,"212","2",teilweise belegt,Max-Brauer-Allee 54,N53.552634 E9.937653,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.103,53.54,"450","2",frei,Billstedter Hauptstraße 54,N53.539770 E10.103210,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.887,53.558,"526","2",belegt,Falckweg 3,N53.557980 E9.886780,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.017,53.588,"393","2",frei,Barmbeker Straße 62,N53.588410 E10.016530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.208,53.354,"3900","5",teilweise belegt,An der Kleinbahn 4,N53.353950 E10.208412,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.956,53.547,"068","3",teilweise belegt,Lange Straße 6,N53.547350 E9.956280,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.001,53.555,"220","2",frei,Glockengießerwall 26,N53.555269 E10.001099,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.994,53.706,"1202","2",teilweise belegt,Beamtenlaufbahn 2,N53.706460 E9.994170,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.938,53.553,"212","2",teilweise belegt,Max-Brauer-Allee 54,N53.552634 E9.937653,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.075,53.593,"321","2",frei,Lesserstraße 209,N53.593040 E10.074908,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.012,53.556,"482","2",frei,Zimmerpforte 2,N53.555680 E10.012130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.456,"400","2",frei,Eißendorfer Straße 189,N53.455970 E9.956130,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.905,53.549,"548","2",frei,Trenkerweg 2,N53.549350 E9.904910,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.208,53.354,"3900","5",teilweise belegt,An der Kleinbahn 4,N53.353950 E10.208412,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.052,53.586,"513","2",frei,Krausestr. 2,N53.585990 E10.051850,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.039,53.546,"262","2",teilweise belegt,Ausschläger Weg 100,N53.546401 E10.039314,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.985,53.57,"446","2",frei,Grindelhof 58,N53.569810 E9.984590,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.981,53.459,"050","3",teilweise belegt,Harburger Rathausstraße 37,N53.458990 E9.981150,AC,,Typ2,unbekannt,Öffentlich zugänglich,RFID-Karte
9.961,53.441,"499","2",belegt,Binnenfeld 22,N53.441200 E9.960900,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.943,53.554,"509","2",frei,Esmarchstraße 51,N53.554220 E9.943470,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.028,53.545,"536","2",frei,Süderstraße 26,N53.544520 E10.027920,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.006,53.608,"324","2",frei,Alsterdorfer Straße 261,N53.607683 E10.006403,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.027,53.582,"004","3",teilweise belegt,Weidestraße 122,N53.581572 E10.026825,AC,,Typ2,unbekannt,Öffentlich zugänglich,RFID-Karte
9.935,53.549,"552","2",frei,Museumstraße 23,N53.549220 E9.934800,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.968,53.458,"322","2",frei,Gazertstraße 69,N53.458060 E9.968110,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.867,53.536,"040","3",frei,Hein-Saß-Weg 17,N53.536030 E9.866920,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.576,"286","2",frei,Emilienstraße 11,N53.575611 E9.955522,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.017,53.551,"663","2",frei,Norderstraße 141,N53.550582 E10.017192,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.989,53.568,"030","3",frei,Rothenbaumchaussee 60,N53.567700 E9.988590,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.952,53.575,"216","2",teilweise belegt,Henriettenstraße 77,N53.575248 E9.951946,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.993,53.549,"234","2",frei,Große Bäckerstraße 8,N53.548933 E9.993134,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.923,53.551,"432","2",frei,Eulenstraße 70,N53.550960 E9.923310,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.991,53.591,"438","2",belegt,Schrammsweg 29,N53.590750 E9.991130,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.012,53.545,"042","3",belegt,Banksstraße 28,N53.544683 E10.012427,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.998,53.595,"405","2",frei,Alsterdorfer Straße 9,N53.595390 E9.998070,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.183,53.399,"572","2",frei,Zollenspieker Hauptdeich 146,N53.398740 E10.183030,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.115,53.608,"504","2",frei,Am Luisenhof 1,N53.607580 E10.115150,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.028,53.578,"411","2",frei,Flotowstrasse 3,N53.577880 E10.027530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.075,53.664,"425","2",frei,Langenhorner Straße-Ost 7,N53.663760 E10.074550,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.576,"286","2",frei,Emilienstraße 11,N53.575611 E9.955522,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.065,53.571,"056","3",teilweise belegt,Schloßstraße 8,N53.571140 E10.065180,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.985,53.504,"064","3",teilweise belegt,Veringstraße 173,N53.504270 E9.985390,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
13.473,51.163,"7284","2",teilweise belegt,Schulplatz 5,N51.163120 E13.473410,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.013,53.579,"365","2",frei,Körnerstraße 1,N53.579470 E10.012690,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.002,53.498,"441","2",frei,Neuenfelder Straße 19,N53.497900 E10.002170,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.979,53.755,"1216","2",teilweise belegt,Elfenhagen 62,N53.754700 E9.978800,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.926,53.556,"672","2",frei,Borselstraße 7,N53.556224 E9.925645,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.938,53.551,"203","2",frei,Schillerstraße 44,N53.550574 E9.938309,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.867,53.536,"040","3",frei,Hein-Saß-Weg 17,N53.536030 E9.866920,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.93,53.556,"351","2",teilweise belegt,Barnerstraße 41,N53.556440 E9.929560,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.025,53.573,"621","2",frei,Winterhuder Weg 42,N53.572552 E10.024547,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.989,53.564,"258","2",frei,Moorweidenstraße 22,N53.563920 E9.989072,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.079,53.551,"464","2",belegt,Bauerberg 2,N53.550660 E10.078790,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.998,53.72,"1219","2",teilweise belegt,Ulzburger Straße 362,N53.720310 E9.998310,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.938,53.551,"203","2",frei,Schillerstraße 44,N53.550574 E9.938309,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.88,53.565,"440","2",frei,Beselerstraße 29,N53.565190 E9.880470,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.211,53.514,"459","2",belegt,Harvighorster Weg 2,N53.514130 E10.211440,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.913,53.551,"562","2",teilweise belegt,Am Rathenaupark 16,N53.550940 E9.912720,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.215,53.488,"364","2",frei,Chrysanderstraße 31,N53.488120 E10.215300,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.975,53.589,"352","2",frei,Martinistraße 72,N53.588630 E9.975060,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.974,53.574,"581","2",frei,Bogenstraße 34,N53.573570 E9.974200,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.986,53.456,"317","2",frei,Wilstorfer Straße 58,N53.456060 E9.986262,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
14.822,51.293,"7020","3",teilweise belegt,Zinzendorfplatz 2,N51.293392 E14.822248,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.075,53.593,"321","2",frei,Lesserstraße 209,N53.593040 E10.074908,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.936,53.554,"326","2",belegt,Präsident-Krahn-Straße 17,N53.554145 E9.936155,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.944,53.575,"456","2",frei,Faberstraße 23,N53.575270 E9.944320,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.147,53.35,"3200","2",teilweise belegt,Scharmbecker Dorfstraße 2A,N53.350292 E10.147261,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.98,53.463,"497","2",frei,Neue Straße 26,N53.462560 E9.979760,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.104,53.704,"055","3",frei,Poppenbütteler Chaussee 41,N53.703640 E10.103610,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.043,53.579,"313","2",frei,Dehnhaide 12,N53.579073 E10.042557,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.889,53.575,"360","2",frei,Albert-Einstein-Ring 4,N53.574830 E9.889260,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.211,53.514,"459","2",belegt,Harvighorster Weg 2,N53.514130 E10.211440,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.969,53.559,"531","2",frei,Laeiszstraße 15,N53.558779 E9.969319,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.931,53.584,"489","2",frei,Warnstedtstraße 10,N53.583770 E9.931430,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.01,53.581,"408","2",frei,Dorotheenstraße 36,N53.581190 E10.009710,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.996,53.581,"310","2",teilweise belegt,Heilwigstraße 2,N53.580799 E9.996298,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.239,53.674,"9202","2",teilweise belegt,Große Straße 26,N53.674352 E10.239290,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.965,53.552,"556","2",frei,Clemens-Schulz-Straße 96,N53.552243 E9.964925,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.211,53.484,"079","3",frei,Neuer Weg 62A,N53.483558 E10.211489,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.165,53.486,"495","2",frei,Margit-Zinke Straße 32,N53.486410 E10.165130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.032,53.614,"522","2",frei,Rübenkamp 317,N53.613500 E10.032330,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.069,53.603,"295","2",frei,Moosrosenweg 18,N53.603208 E10.069108,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.14,53.628,"229","2",frei,Berner Heerweg 372,N53.628011 E10.140354,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.005,53.588,"683","2",teilweise belegt,Dorotheenstraße 134,N53.587793 E10.004766,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.094,53.652,"903","4",teilweise belegt,Stormarnplatz 3,N53.651740 E10.094320,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.15,53.525,"640","2",belegt,Kandinskyallee 11,N53.524861 E10.149543,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.218,53.487,"247","2",frei,Schulenbrooksweg 1,N53.486988 E10.218075,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.077,53.579,"578","2",teilweise belegt,Walddörferstraße 110,N53.579440 E10.076880,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.565,"553","2",frei,Fontenay 1,N53.564928 E9.995237,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.01,53.59,"611","2",frei,Riststraße 3,N53.590368 E10.009969,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.126,53.584,"020","3",frei,Jenfelder Allee 80,N53.584110 E10.126260,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.026,53.55,"588","2",teilweise belegt,Gotenstraße 21,N53.549671 E10.025743,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.211,53.484,"079","3",frei,Neuer Weg 62A,N53.483558 E10.211489,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.028,53.572,"902","2",teilweise belegt,Hamburger Straße 27,N53.571903 E10.028130,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.036,53.629,"692","2",frei,Wellingsbütteler Landstraße 64,N53.629096 E10.035760,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.566,"535","2",teilweise belegt,Kleiner Schäferkamp 40,N53.566200 E9.967290,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.049,53.582,"571","2",frei,Alter Teichweg 15,N53.582460 E10.049480,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.985,53.459,"457","2",frei,Goldtschmidtstraße 5,N53.459150 E9.985390,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.079,53.573,"501","2",frei,Neumann-Reichard-Straße 22,N53.572730 E10.079150,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.948,53.564,"636","2",frei,Düppelstraße 23,N53.564417 E9.947559,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.964,53.565,"265","2",frei,Altonaer Straße 61,N53.564804 E9.963580,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.0,53.602,"648","2",frei,Braamkamp 5,N53.601637 E9.999989,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.927,53.563,"563","2",frei,Stresemannstraße 332,N53.563490 E9.927280,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.907,53.566,"063","3",frei,Von-Sauer-Straße 27,N53.565620 E9.906730,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.945,53.555,"543","2",frei,Warnholtzstraße 7,N53.555330 E9.945310,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.959,53.612,"396","2",frei,Papenreye 11,N53.612360 E9.959220,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.964,53.559,"506","2",frei,Beim Grünen Jäger 21,N53.558582 E9.963582,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.952,53.564,"626","2",frei,Arnkielstraße 3,N53.564032 E9.952473,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.945,53.551,I11,"2",frei,Jessenstraße 11,N53.550730 E9.944930,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.998,53.544,"243","2",teilweise belegt,Osakaallee 6,N53.543508 E9.997992,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.069,53.583,"439","2",frei,Straßburger Straße 65,N53.582800 E10.068830,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.018,53.552,"248","2",teilweise belegt,Kurt-Schumacher-Allee 10,N53.552208 E10.018090,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.814,53.576,"323","2",frei,Heidrehmen 27,N53.576412 E9.813505,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.981,53.467,"424","2",belegt,Blohmstraße 22,N53.466730 E9.981110,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.064,53.572,"242","2",teilweise belegt,Wandsbeker Königstraße 11,N53.572171 E10.064295,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.95,53.546,"394","2",frei,Breite Straße 56,N53.546450 E9.950420,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.016,53.562,"233","2",frei,Schweimlerstraße 1,N53.561661 E10.016461,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.058,53.61,"390","2",frei,Cesar-Klein-Ring 2,N53.609960 E10.058010,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.033,53.583,"514","2",frei,Schleidenstr. 6,N53.583220 E10.033450,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
